Order_ID,Gender_Category,Product_Category,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Order_Date,Sales_Channel,Region,Revenue
2590,Men,Soccer,Premier III,XL,3,8747.18,0.0,2024-09-17,Retail,Bengaluru,26241.54
2591,Women,Training,SuperRep Go,XL,3,8747.18,0.0,2025-06-21,Retail,Kolkata,26241.54
2592,Women,Lifestyle,Blazer Mid,M,3,8747.18,0.0,2024-10-13,Retail,Mumbai,26241.54
2593,Men,Lifestyle,Dunk Low,L,3,8747.18,0.0,2025-01-04,Retail,Mumbai,26241.54
2594,Women,Training,ZoomX Invincible,XL,3,7944.34,0.67,2024-02-23,Retail,Hyderabad,7864.896599999999
2595,Men,Basketball,LeBron 20,XL,0,3348.83,0.0,2024-02-23,Retail,Delhi,0.0
2030,Men,Soccer,Mercurial Superfly,M,1,3348.83,0.7,2025-03-15,Online,Pune,1004.6490000000001
2597,Kids,Running,Air Zoom,M,3,3348.83,0.0,2024-12-05,Online,Bengaluru,10046.49
2598,Women,Training,Metcon 7,8,4,9488.84,0.0,2024-12-06,Retail,Bengaluru,37955.36
2599,Kids,Training,Flex Trainer,12,4,3518.53,0.0,2024-12-06,Retail,Hyderabad,14074.12
2600,Kids,Lifestyle,Air Force 1,M,3,3518.53,0.0,2024-11-04,Online,Pune,10555.59
2601,Women,Soccer,Tiempo Legend,XL,1,3518.53,0.0,2024-09-27,Retail,Delhi,3518.53
2602,Kids,Running,Free RN,XL,2,3518.53,0.0,2024-11-17,Online,Pune,7037.06
2603,Women,Running,Air Zoom,L,0,6136.45,0.0,2025-03-18,Online,Hyderabad,0.0
2047,Men,Soccer,Phantom GT,L,4,6136.45,0.0,2024-12-17,Online,Kolkata,24545.8
2605,Kids,Lifestyle,Dunk Low,L,1,7206.45,0.0,2025-02-01,Online,Bengaluru,7206.45
2606,Women,Lifestyle,Air Force 1,L,2,4040.65,0.0,2025-06-04,Retail,Mumbai,8081.3
2607,Women,Basketball,LeBron 20,L,2,9649.28,0.0,2023-08-31,Online,Kolkata,19298.56
2608,Women,Lifestyle,Waffle One,L,2,9649.28,0.0,2023-08-31,Online,Kolkata,19298.56
2609,Kids,Soccer,Premier III,M,4,9649.28,0.0,2025-04-26,Online,Bengaluru,38597.12
2610,Women,Lifestyle,Blazer Mid,M,4,8359.07,0.0,2025-05-06,Online,Bengaluru,33436.28
2033,Kids,Soccer,Mercurial Superfly,M,4,4374.83,0.0,2025-05-06,Retail,Pune,17499.32
2612,Women,Training,Flex Trainer,M,0,4374.83,0.0,2023-08-10,Retail,Mumbai,0.0
2613,Women,Lifestyle,Waffle One,7,3,4374.83,0.27,2023-08-10,Retail,Delhi,9580.8777
2614,Women,Running,React Infinity,XL,3,2265.0,0.0,2024-08-05,Retail,Bengaluru,6795.0
2615,Women,Soccer,Phantom GT,XL,3,3042.37,0.12,2025-03-24,Online,Pune,8031.8568000000005
2616,Men,Lifestyle,Waffle One,XL,0,6466.57,0.2,2024-06-07,Online,Kolkata,0.0
2617,Kids,Soccer,Premier III,XL,0,6466.57,0.0,2024-06-07,Online,Delhi,0.0
2618,Kids,Lifestyle,Dunk Low,XL,4,6466.57,0.0,2025-06-23,Retail,Pune,25866.28
2619,Kids,Lifestyle,Waffle One,L,4,6466.57,0.65,2024-01-22,Online,Hyderabad,9053.197999999999
2620,Kids,Training,Flex Trainer,XL,0,6466.57,0.0,2024-01-22,Online,Hyderabad,0.0
2621,Kids,Soccer,Phantom GT,L,3,6466.57,0.59,2024-05-19,Online,Bengaluru,7953.8811000000005
2622,Kids,Lifestyle,Blazer Mid,M,0,8073.58,0.0,2025-04-07,Online,Pune,0.0
2623,Men,Running,Pegasus Turbo,L,0,4658.42,0.0,2025-04-08,Retail,Mumbai,0.0
2624,Men,Lifestyle,Blazer Mid,XL,0,6815.44,0.0,2025-04-08,Retail,Bengaluru,0.0
2625,Kids,Training,Flex Trainer,M,1,6815.44,0.0,2025-02-05,Online,Pune,6815.44
2626,Men,Running,Air Zoom,7,4,5550.99,0.0,2025-04-21,Retail,Bengaluru,22203.96
2627,Women,Basketball,LeBron 20,7,4,5846.21,0.0,2023-12-31,Online,Delhi,23384.84
2628,Kids,Basketball,Kyrie Flytrap,L,4,5846.21,0.44,2025-06-29,Retail,Pune,13095.510400000001
2629,Kids,Lifestyle,Waffle One,XL,2,5846.21,0.0,2024-10-23,Retail,Bengaluru,11692.42
2630,Kids,Running,Pegasus Turbo,XL,2,5846.21,1.02,2024-10-23,Online,Delhi,-233.8484000000002
2631,Women,Basketball,Zoom Freak,XL,1,7504.2,0.0,2025-03-16,Online,Kolkata,7504.2
2632,Men,Running,Pegasus Turbo,L,1,7504.2,0.99,2024-03-10,Online,Pune,75.04200000000006
2633,Kids,Basketball,Air Jordan,10,0,5815.75,0.71,2025-06-13,Online,Bengaluru,0.0
2634,Men,Lifestyle,Waffle One,10,1,5815.75,0.0,2024-08-22,Retail,Bengaluru,5815.75
2635,Women,Running,React Infinity,M,1,3934.22,0.0,2024-02-28,Online,Kolkata,3934.22
2636,Men,Basketball,LeBron 20,11,1,5028.99,0.0,2024-02-28,Online,Bengaluru,5028.99
2637,Kids,Training,SuperRep Go,L,1,5028.99,0.0,2025-04-20,Retail,Hyderabad,5028.99
2638,Men,Soccer,Premier III,8,1,5028.99,0.0,2024-01-22,Online,Pune,5028.99
2639,Men,Lifestyle,Blazer Mid,XL,2,2597.93,0.0,2025-06-25,Retail,Pune,5195.86
2640,Kids,Training,ZoomX Invincible,9,2,7900.02,0.0,2024-08-02,Online,Bengaluru,15800.04
2641,Men,Running,React Infinity,9,1,2890.77,0.0,2024-11-27,Online,Bengaluru,2890.77
2642,Women,Lifestyle,Air Force 1,XL,1,2640.04,0.0,2025-05-17,Retail,Pune,2640.04
2643,Men,Soccer,Mercurial Superfly,XL,1,2640.04,0.0,2025-04-17,Retail,Mumbai,2640.04
2644,Men,Training,SuperRep Go,M,1,2640.04,0.0,2025-04-17,Retail,Bengaluru,2640.04
2022,Kids,Training,ZoomX Invincible,L,3,3477.49,0.0,2024-11-27,Retail,Mumbai,10432.47
2646,Men,Soccer,Premier III,XL,1,3477.49,0.89,2024-10-20,Retail,Kolkata,382.5238999999999
2647,Women,Basketball,Zoom Freak,XL,4,3477.49,0.0,2024-10-20,Online,Mumbai,13909.96
2648,Men,Running,React Infinity,L,1,3477.49,0.54,2025-03-06,Retail,Delhi,1599.6453999999999
2649,Women,Basketball,Kyrie Flytrap,L,1,6798.48,1.18,2025-02-01,Retail,Mumbai,-1223.7263999999996
2650,Men,Lifestyle,Blazer Mid,L,1,6178.85,0.0,2023-08-14,Retail,Bengaluru,6178.85
2651,Kids,Basketball,Air Jordan,L,1,6178.85,0.0,2024-10-27,Online,Kolkata,6178.85
2652,Women,Basketball,Air Jordan,L,2,6178.85,1.08,2025-04-10,Online,Delhi,-988.6160000000009
2653,Men,Running,Pegasus Turbo,M,1,6178.85,1.04,2024-12-10,Online,Hyderabad,-247.15400000000022
2654,Kids,Soccer,Tiempo Legend,M,1,4993.94,0.0,2024-07-21,Online,Bengaluru,4993.94
2655,Kids,Training,SuperRep Go,10,1,4993.94,0.0,2024-07-21,Retail,Mumbai,4993.94
2656,Women,Soccer,Premier III,M,1,5246.43,0.0,2024-07-21,Retail,Bengaluru,5246.43
2657,Kids,Running,Air Zoom,M,4,9945.56,0.0,2025-04-07,Online,Delhi,39782.24
2658,Women,Lifestyle,Dunk Low,L,1,9945.56,0.0,2025-04-26,Online,Delhi,9945.56
2659,Kids,Basketball,LeBron 20,M,0,9945.56,1.01,2025-05-12,Online,Hyderabad,-0.0
2660,Men,Training,Flex Trainer,M,0,2006.63,0.0,2024-11-01,Retail,Pune,0.0
2661,Kids,Soccer,Tiempo Legend,XL,0,2006.63,0.0,2024-11-01,Online,Delhi,0.0
2662,Kids,Training,SuperRep Go,M,0,9103.08,0.0,2024-11-01,Online,Delhi,0.0
2663,Kids,Training,Metcon 7,L,2,9103.08,0.43,2025-06-17,Retail,Delhi,10377.5112
2664,Kids,Running,Pegasus Turbo,L,2,9103.08,0.0,2024-12-11,Online,Mumbai,18206.16
2665,Men,Lifestyle,Waffle One,L,3,6140.7,0.0,2024-12-11,Online,Delhi,18422.1
2666,Women,Soccer,Phantom GT,M,3,3700.75,0.0,2024-12-11,Online,Kolkata,11102.25
2667,Women,Lifestyle,Air Force 1,XL,3,9367.66,0.0,2025-03-23,Online,Delhi,28102.98
2668,Women,Training,ZoomX Invincible,M,4,7204.01,0.45,2024-12-20,Retail,Bengaluru,15848.822000000002
2669,Women,Training,Flex Trainer,XL,4,7204.01,0.51,2024-12-20,Retail,Pune,14119.8596
2027,Men,Soccer,Premier III,12,4,7204.01,0.0,2025-06-15,Retail,Delhi,28816.04
2671,Kids,Running,Air Zoom,XL,2,9264.49,0.0,2025-06-26,Retail,Pune,18528.98
2672,Women,Lifestyle,Air Force 1,XL,2,6891.25,0.0,2024-08-04,Online,Mumbai,13782.5
2673,Kids,Running,Pegasus Turbo,11,1,6891.25,0.63,2024-08-04,Retail,Pune,2549.7625
2674,Women,Lifestyle,Waffle One,7,1,4784.45,0.0,2025-01-25,Online,Pune,4784.45
2675,Women,Soccer,Premier III,12,3,5618.62,0.0,2025-04-04,Online,Hyderabad,16855.86
2676,Men,Running,Air Zoom,10,2,5618.62,0.0,2025-05-13,Online,Delhi,11237.24
2677,Men,Lifestyle,Air Force 1,M,2,5618.62,0.0,2025-05-13,Retail,Bengaluru,11237.24
2678,Kids,Running,Pegasus Turbo,M,0,4240.24,1.21,2024-11-06,Retail,Pune,-0.0
2679,Men,Training,Flex Trainer,M,4,2758.08,0.04,2024-07-05,Online,Bengaluru,10591.027199999999
2680,Kids,Training,Metcon 7,M,4,5996.09,0.0,2025-07-21,Retail,Pune,23984.36
2681,Women,Running,Pegasus Turbo,8,4,5996.09,0.0,2025-07-21,Online,Delhi,23984.36
2682,Men,Basketball,LeBron 20,XL,4,9585.39,0.41,2024-08-28,Retail,Pune,22621.5204
2683,Kids,Lifestyle,Dunk Low,XL,1,9585.39,0.0,2025-06-12,Online,Mumbai,9585.39
2684,Men,Lifestyle,Blazer Mid,L,0,9585.39,0.73,2025-04-11,Retail,Mumbai,0.0
2685,Kids,Lifestyle,Dunk Low,M,4,9585.39,0.0,2025-05-22,Retail,Hyderabad,38341.56
2686,Women,Lifestyle,Blazer Mid,L,1,9585.39,1.03,2025-07-03,Retail,Hyderabad,-287.56170000000026
2687,Women,Lifestyle,Waffle One,8,1,2381.94,0.0,2024-09-30,Retail,Delhi,2381.94
2031,Women,Soccer,Phantom GT,L,1,5260.17,0.0,2024-07-12,Online,Mumbai,5260.17
2689,Women,Basketball,LeBron 20,L,1,5260.17,0.0,2025-01-28,Retail,Mumbai,5260.17
2690,Kids,Training,Metcon 7,6,1,5214.32,0.0,2024-11-21,Online,Mumbai,5214.32
2042,Men,Running,Air Zoom,6,1,5214.32,0.8,2024-11-21,Online,Delhi,1042.8639999999998
2692,Women,Training,Metcon 7,XL,1,5214.32,0.47,2024-06-02,Online,Bengaluru,2763.5896
2693,Kids,Training,ZoomX Invincible,10,1,5214.32,0.0,2025-05-11,Online,Bengaluru,5214.32
2694,Women,Training,Metcon 7,M,1,5214.32,0.0,2024-07-25,Online,Hyderabad,5214.32
2695,Men,Basketball,Air Jordan,L,1,5214.32,0.0,2024-10-12,Online,Hyderabad,5214.32
2696,Women,Lifestyle,Blazer Mid,L,1,5214.32,1.0,2024-11-22,Online,Mumbai,0.0
2697,Men,Basketball,Air Jordan,M,1,5214.32,0.09,2025-06-25,Online,Delhi,4745.031199999999
2698,Men,Basketball,LeBron 20,XL,0,5214.32,0.02,2025-06-25,Retail,Mumbai,0.0
2699,Men,Lifestyle,Dunk Low,XL,0,5214.32,0.0,2025-02-21,Online,Mumbai,0.0
2700,Kids,Training,Metcon 7,XL,0,5214.32,0.48,2025-07-11,Retail,Bengaluru,0.0
2701,Men,Training,SuperRep Go,XL,0,5214.32,0.0,2024-11-29,Online,Delhi,0.0
2702,Men,Basketball,Kyrie Flytrap,XL,0,5214.32,0.0,2024-12-16,Online,Pune,0.0
2703,Kids,Running,Pegasus Turbo,L,0,5214.32,0.0,2025-06-24,Online,Kolkata,0.0
2704,Women,Basketball,LeBron 20,L,0,5094.43,0.0,2025-06-24,Online,Hyderabad,0.0
2705,Men,Running,Pegasus Turbo,L,0,2996.2,0.0,2024-01-07,Retail,Pune,0.0
2706,Women,Training,ZoomX Invincible,XL,0,2996.2,0.0,2025-05-08,Retail,Kolkata,0.0
2707,Men,Running,Free RN,XL,1,2996.2,0.49,2025-05-08,Online,Hyderabad,1528.062
2708,Kids,Basketball,Kyrie Flytrap,L,1,4523.72,0.0,2024-10-14,Online,Hyderabad,4523.72
2709,Kids,Running,Free RN,10,1,6302.98,0.48,2025-03-08,Retail,Delhi,3277.5496
2710,Women,Lifestyle,Blazer Mid,M,2,4669.75,0.0,2025-03-08,Retail,Bengaluru,9339.5
2711,Men,Soccer,Mercurial Superfly,7,2,7877.36,0.0,2025-03-08,Online,Delhi,15754.72
2712,Women,Running,Pegasus Turbo,XL,1,7877.36,0.0,2024-07-22,Retail,Delhi,7877.36
2713,Men,Lifestyle,Air Force 1,L,1,7877.36,0.55,2025-05-10,Retail,Kolkata,3544.8119999999994
2026,Women,Running,Air Zoom,L,0,2491.06,0.0,2024-09-04,Retail,Bengaluru,0.0
2715,Kids,Basketball,LeBron 20,L,0,4830.96,1.07,2025-06-13,Online,Kolkata,-0.0
2716,Kids,Training,SuperRep Go,M,0,4830.96,0.0,2024-11-17,Online,Pune,0.0
2717,Men,Running,Free RN,M,0,9473.09,0.0,2024-11-17,Online,Delhi,0.0
2718,Men,Basketball,LeBron 20,7,0,8485.23,0.0,2024-11-17,Retail,Bengaluru,0.0
2719,Women,Training,Metcon 7,7,0,4819.76,0.0,2024-03-22,Retail,Kolkata,0.0
2720,Kids,Training,ZoomX Invincible,M,0,3403.54,0.0,2024-03-22,Retail,Delhi,0.0
2721,Kids,Training,Flex Trainer,L,0,3403.54,0.0,2023-11-11,Online,Bengaluru,0.0
2722,Women,Lifestyle,Dunk Low,L,0,3403.54,0.09,2024-09-30,Online,Kolkata,0.0
2723,Women,Lifestyle,Dunk Low,XL,1,3403.54,0.0,2025-03-10,Online,Kolkata,3403.54
2724,Women,Training,Flex Trainer,L,1,8007.22,0.0,2025-01-16,Online,Delhi,8007.22
2012,Men,Lifestyle,Dunk Low,XL,1,2174.89,0.0,2025-01-16,Retail,Kolkata,2174.89
2726,Women,Training,Flex Trainer,XL,1,6154.32,0.48,2024-08-19,Retail,Pune,3200.2464
2727,Men,Lifestyle,Waffle One,M,1,6154.32,0.94,2024-08-19,Online,Kolkata,369.2592000000003
2018,Kids,Soccer,Tiempo Legend,L,1,6383.55,0.0,2025-02-15,Retail,Bengaluru,6383.55
2729,Kids,Training,Flex Trainer,L,1,6383.55,0.0,2025-04-29,Retail,Delhi,6383.55
2730,Women,Lifestyle,Dunk Low,L,1,3402.8,0.0,2025-04-29,Online,Hyderabad,3402.8
2731,Kids,Lifestyle,Dunk Low,M,3,3402.8,0.0,2025-03-28,Online,Kolkata,10208.400000000001
2732,Women,Training,SuperRep Go,M,0,3402.8,0.0,2025-03-01,Online,Hyderabad,0.0
2733,Women,Running,Free RN,L,1,6743.38,0.0,2024-11-22,Online,Pune,6743.38
2734,Women,Soccer,Tiempo Legend,L,1,4922.19,0.0,2025-07-10,Online,Bengaluru,4922.19
2735,Kids,Running,Free RN,XL,3,4922.19,0.0,2024-08-05,Online,Kolkata,14766.57
2736,Men,Soccer,Tiempo Legend,XL,3,4922.19,0.49,2025-02-22,Retail,Delhi,7530.9507
2737,Kids,Basketball,Kyrie Flytrap,XL,3,4922.19,0.0,2024-09-10,Retail,Mumbai,14766.57
2738,Women,Training,ZoomX Invincible,M,3,4922.19,0.39,2025-05-11,Retail,Pune,9007.6077
2739,Kids,Running,Free RN,L,2,4922.19,0.26,2025-02-04,Online,Kolkata,7284.841199999999
2740,Women,Lifestyle,Air Force 1,XL,1,4922.19,0.0,2025-02-04,Retail,Bengaluru,4922.19
2741,Women,Training,SuperRep Go,L,4,5241.9,0.0,2025-01-15,Online,Hyderabad,20967.6
2742,Kids,Lifestyle,Blazer Mid,XL,4,7063.25,0.0,2024-11-14,Online,Mumbai,28253.0
2003,Women,Training,ZoomX Invincible,XL,4,7850.87,1.02,2025-04-01,Online,Kolkata,-628.0696000000006
2744,Men,Running,Pegasus Turbo,XL,1,7951.27,0.0,2025-04-01,Retail,Delhi,7951.27
2745,Men,Soccer,Phantom GT,XL,1,9795.69,0.94,2024-12-31,Retail,Hyderabad,587.7414000000006
2746,Women,Basketball,Air Jordan,L,1,9795.69,0.0,2024-09-21,Online,Mumbai,9795.69
2747,Men,Soccer,Tiempo Legend,XL,4,2483.97,0.0,2024-09-21,Online,Delhi,9935.88
2748,Men,Basketball,Kyrie Flytrap,XL,0,5474.79,0.05,2024-08-14,Retail,Pune,0.0
2028,Kids,Training,ZoomX Invincible,XL,0,5474.79,0.0,2025-03-01,Online,Pune,0.0
2750,Women,Lifestyle,Dunk Low,L,0,4776.83,0.0,2025-03-01,Online,Hyderabad,0.0
2751,Men,Basketball,Air Jordan,XL,0,4776.83,0.0,2025-03-09,Retail,Delhi,0.0
2752,Kids,Lifestyle,Waffle One,XL,0,8574.0,0.0,2025-02-23,Retail,Pune,0.0
2753,Men,Running,Pegasus Turbo,L,1,8574.0,0.0,2024-12-02,Retail,Kolkata,8574.0
2754,Kids,Training,ZoomX Invincible,XL,1,8574.0,0.0,2025-01-03,Online,Kolkata,8574.0
2755,Men,Running,React Infinity,M,3,8574.0,0.0,2024-12-24,Online,Bengaluru,25722.0
2756,Women,Lifestyle,Waffle One,M,0,8510.85,1.11,2023-09-21,Retail,Bengaluru,-0.0
2757,Men,Soccer,Phantom GT,M,0,3101.14,0.0,2025-05-21,Online,Hyderabad,0.0
2758,Women,Lifestyle,Waffle One,M,4,3328.58,0.0,2025-05-21,Online,Pune,13314.32
2759,Kids,Soccer,Premier III,M,4,3328.58,0.0,2024-01-26,Retail,Delhi,13314.32
2760,Men,Training,SuperRep Go,7,4,3328.58,0.0,2025-05-28,Online,Mumbai,13314.32
2761,Kids,Soccer,Premier III,M,4,3328.58,0.0,2025-05-28,Retail,Delhi,13314.32
2762,Women,Running,Pegasus Turbo,L,2,3328.58,0.0,2025-05-28,Retail,Mumbai,6657.16
2763,Women,Soccer,Phantom GT,10,4,3328.58,0.0,2024-07-31,Online,Pune,13314.32
2764,Kids,Lifestyle,Blazer Mid,10,1,7776.94,0.0,2025-03-17,Retail,Kolkata,7776.94
2765,Women,Soccer,Premier III,M,1,6370.84,0.0,2025-06-24,Online,Mumbai,6370.84
2766,Women,Lifestyle,Dunk Low,M,1,2609.07,0.0,2024-12-23,Retail,Mumbai,2609.07
2767,Kids,Basketball,Zoom Freak,L,1,6887.39,0.0,2025-07-21,Online,Delhi,6887.39
2768,Men,Basketball,LeBron 20,L,1,8335.48,0.0,2025-01-03,Online,Pune,8335.48
2050,Men,Basketball,LeBron 20,L,1,8335.48,0.57,2025-06-30,Retail,Mumbai,3584.2564
2770,Men,Soccer,Tiempo Legend,9,1,5222.92,0.7,2024-08-22,Online,Kolkata,1566.8760000000002
2771,Men,Running,Pegasus Turbo,M,1,5222.92,0.0,2025-05-26,Online,Delhi,5222.92
2772,Kids,Basketball,Zoom Freak,12,1,5045.62,0.0,2025-01-04,Online,Pune,5045.62
2773,Women,Training,ZoomX Invincible,M,1,5045.62,1.21,2025-04-02,Online,Hyderabad,-1059.5801999999999
2774,Women,Running,Free RN,XL,0,9062.25,0.0,2025-04-02,Online,Bengaluru,0.0
2775,Men,Lifestyle,Air Force 1,XL,0,9062.25,0.73,2025-04-02,Online,Pune,0.0
2776,Men,Training,Flex Trainer,L,0,9062.25,0.0,2025-03-17,Retail,Mumbai,0.0
2777,Kids,Basketball,Air Jordan,XL,0,9062.25,0.0,2025-03-17,Retail,Kolkata,0.0
2778,Kids,Soccer,Phantom GT,11,0,4462.26,0.0,2025-06-20,Online,Hyderabad,0.0
2779,Kids,Basketball,Kyrie Flytrap,11,1,4308.75,0.09,2024-12-06,Online,Bengaluru,3920.9625
2780,Men,Training,Metcon 7,6,1,4308.75,0.32,2024-12-06,Online,Hyderabad,2929.95
2781,Men,Training,Metcon 7,12,1,6546.59,0.68,2023-09-03,Retail,Bengaluru,2094.9087999999997
2782,Women,Training,ZoomX Invincible,8,2,8292.37,0.0,2023-09-03,Online,Pune,16584.74
2783,Women,Running,React Infinity,8,2,3440.88,0.36,2024-09-08,Retail,Pune,4404.3264
2784,Women,Basketball,Kyrie Flytrap,M,2,3440.88,0.0,2025-01-28,Online,Pune,6881.76
2785,Women,Lifestyle,Blazer Mid,L,2,3440.88,0.0,2024-10-20,Retail,Hyderabad,6881.76
2786,Women,Lifestyle,Blazer Mid,9,3,3440.88,0.59,2024-10-20,Online,Hyderabad,4232.2824
2787,Kids,Training,Metcon 7,12,3,3440.88,0.0,2024-08-31,Online,Pune,10322.64
2788,Women,Soccer,Mercurial Superfly,M,1,7478.84,0.0,2024-01-04,Retail,Hyderabad,7478.84
2789,Kids,Lifestyle,Dunk Low,M,1,4338.16,0.0,2024-01-15,Retail,Kolkata,4338.16
2790,Kids,Running,React Infinity,XL,1,4338.16,0.0,2024-08-17,Retail,Delhi,4338.16
2791,Kids,Training,Metcon 7,M,1,4338.16,0.0,2024-05-29,Retail,Delhi,4338.16
2792,Kids,Lifestyle,Waffle One,L,1,4338.16,0.0,2025-05-08,Online,Kolkata,4338.16
2793,Men,Running,Pegasus Turbo,XL,0,2849.49,0.0,2024-10-12,Retail,Bengaluru,0.0
2794,Women,Soccer,Mercurial Superfly,XL,0,2849.49,1.22,2024-10-12,Online,Mumbai,-0.0
2795,Women,Running,React Infinity,L,0,2849.49,0.0,2024-10-12,Retail,Delhi,0.0
2796,Men,Lifestyle,Dunk Low,12,1,2849.49,0.0,2023-11-08,Retail,Mumbai,2849.49
2797,Women,Lifestyle,Dunk Low,12,3,2162.29,0.0,2025-03-30,Retail,Delhi,6486.87
2798,Kids,Lifestyle,Dunk Low,M,3,8546.98,0.0,2025-03-30,Retail,Mumbai,25640.94
2799,Kids,Training,SuperRep Go,M,3,2359.47,0.54,2025-07-08,Online,Mumbai,3256.0685999999996
2800,Women,Running,React Infinity,6,0,8737.08,0.9,2025-03-13,Online,Delhi,0.0
2801,Women,Running,React Infinity,8,2,4466.78,0.0,2024-02-13,Retail,Mumbai,8933.56
2802,Men,Running,Free RN,L,3,4466.78,0.0,2024-01-19,Online,Kolkata,13400.34
2803,Women,Soccer,Mercurial Superfly,XL,0,4466.78,0.0,2023-11-02,Online,Hyderabad,0.0
2804,Kids,Running,Pegasus Turbo,XL,1,4466.78,0.0,2023-11-02,Online,Hyderabad,4466.78
2805,Women,Running,Pegasus Turbo,L,1,4466.78,0.82,2023-08-28,Online,Pune,804.0204000000002
2806,Kids,Basketball,Kyrie Flytrap,7,3,4466.78,0.0,2024-02-10,Online,Bengaluru,13400.34
2807,Kids,Training,ZoomX Invincible,L,2,7810.49,0.0,2024-10-01,Online,Hyderabad,15620.98
2808,Women,Running,Pegasus Turbo,L,0,7810.49,0.0,2024-10-01,Online,Bengaluru,0.0
2809,Women,Running,Free RN,L,0,3260.38,0.08,2024-10-01,Retail,Mumbai,0.0
2810,Men,Running,Air Zoom,7,2,2943.44,0.53,2024-10-01,Retail,Hyderabad,2766.8336
2811,Men,Basketball,Zoom Freak,8,3,9153.02,0.0,2025-01-24,Retail,Bengaluru,27459.06
2812,Men,Basketball,LeBron 20,8,2,9507.39,0.01,2024-08-08,Online,Kolkata,18824.6322
2813,Men,Running,Free RN,M,4,7450.8,0.0,2024-08-08,Online,Bengaluru,29803.2
2814,Kids,Running,React Infinity,M,0,5983.35,0.0,2024-10-07,Online,Delhi,0.0
2815,Kids,Training,Flex Trainer,L,0,5983.35,1.16,2024-10-07,Online,Kolkata,-0.0
2816,Men,Basketball,LeBron 20,M,3,5983.35,0.0,2025-01-22,Retail,Hyderabad,17950.050000000003
2032,Women,Soccer,Mercurial Superfly,10,2,7645.41,0.96,2024-10-16,Online,Kolkata,611.6328000000005
2818,Kids,Soccer,Premier III,10,1,7645.41,0.0,2025-05-08,Retail,Pune,7645.41
2819,Kids,Soccer,Premier III,9,4,7645.41,0.0,2025-01-20,Retail,Bengaluru,30581.64
2820,Women,Lifestyle,Blazer Mid,M,4,8659.15,0.0,2024-08-05,Online,Mumbai,34636.6
2821,Kids,Lifestyle,Air Force 1,M,0,3360.35,0.0,2025-04-08,Online,Delhi,0.0
2822,Women,Lifestyle,Blazer Mid,11,1,8314.34,0.0,2025-07-10,Retail,Bengaluru,8314.34
2823,Men,Soccer,Mercurial Superfly,L,1,5123.35,0.0,2024-07-27,Retail,Mumbai,5123.35
2824,Men,Basketball,Air Jordan,L,4,5123.35,0.0,2024-11-02,Online,Mumbai,20493.4
2825,Kids,Training,SuperRep Go,M,2,4278.28,0.0,2024-11-02,Retail,Pune,8556.56
2826,Kids,Lifestyle,Blazer Mid,M,2,4278.28,0.01,2024-11-02,Retail,Bengaluru,8470.9944
2827,Men,Basketball,Air Jordan,L,0,4278.28,1.17,2025-01-27,Retail,Hyderabad,-0.0
2828,Women,Training,ZoomX Invincible,XL,1,2095.0,0.0,2024-09-05,Online,Hyderabad,2095.0
2829,Men,Basketball,LeBron 20,XL,1,8572.48,0.0,2024-07-17,Online,Kolkata,8572.48
2830,Men,Basketball,Air Jordan,XL,1,8572.48,0.88,2024-07-17,Online,Delhi,1028.6976
2831,Women,Training,SuperRep Go,7,4,2224.9,0.0,2024-11-10,Online,Mumbai,8899.6
2832,Kids,Basketball,Kyrie Flytrap,7,0,2224.9,0.15,2024-05-17,Retail,Hyderabad,0.0
2833,Women,Training,Flex Trainer,XL,4,2224.9,0.0,2025-01-19,Online,Pune,8899.6
2834,Kids,Training,Flex Trainer,M,1,9544.08,0.0,2024-09-05,Retail,Kolkata,9544.08
2835,Women,Lifestyle,Air Force 1,M,0,9240.64,0.63,2024-10-07,Retail,Pune,0.0
2836,Men,Basketball,Kyrie Flytrap,L,0,9098.9,0.75,2025-07-22,Retail,Delhi,0.0
2837,Women,Running,Pegasus Turbo,L,4,8889.68,0.0,2025-07-22,Online,Mumbai,35558.72
2838,Women,Basketball,Air Jordan,XL,4,8605.73,0.0,2025-01-08,Retail,Pune,34422.92
2839,Men,Lifestyle,Waffle One,6,1,4166.94,0.0,2025-03-03,Online,Hyderabad,4166.94
2050,Women,Lifestyle,Blazer Mid,L,1,4166.94,0.0,2024-11-28,Online,Kolkata,4166.94
2841,Men,Basketball,LeBron 20,M,1,4166.94,0.0,2024-11-28,Online,Delhi,4166.94
2842,Women,Soccer,Phantom GT,M,1,6495.53,0.0,2025-01-19,Online,Bengaluru,6495.53
2843,Men,Training,SuperRep Go,12,2,6495.53,0.0,2025-04-25,Online,Mumbai,12991.06
2844,Men,Lifestyle,Waffle One,12,2,6495.53,0.23,2025-04-25,Retail,Mumbai,10003.1162
2845,Men,Training,ZoomX Invincible,12,0,2932.99,0.0,2023-10-31,Retail,Pune,0.0
2846,Kids,Training,ZoomX Invincible,L,0,2932.99,0.0,2024-10-29,Online,Pune,0.0
2847,Men,Training,Metcon 7,XL,0,9476.8,0.16,2024-11-16,Online,Bengaluru,0.0
2848,Kids,Running,Free RN,8,2,9476.8,0.03,2024-08-14,Online,Hyderabad,18384.992
2008,Men,Running,Air Zoom,XL,2,2241.11,0.0,2024-07-25,Retail,Mumbai,4482.22
